user_id,province,course_type,watch_seconds,payment_amount,completion_rate,rating,payment_status,visit_date
U100722,浙江,Linux运维,3059,458.93,0.95,,refund,2026-01-01
U100723,湖北,Python开发,15779,448.74,0.9,,paid,2026-05-21
U100724,四川,Spark分析,5267,370.65,0.57,5.0,refund,2026-05-18
U100725,山东,数据库应用,17473,445.43,0.24,4.0,paid,2026-03-15
U100726,江苏,Spark分析,14054,123.16,0.98,4.5,refund,2026-04-11
U100727,浙江,Spark分析,4802,488.71,0.93,4.5,paid,2026-04-07
U100728,,Spark分析,10956,314.22,0.85,3.5,refund,2026-01-22
U100729,江苏,Spark分析,6710,89.67,0.22,,paid,2026-01-30
U100730,江苏,数据库应用,5052,132.24,0.9,4.5,paid,2026-03-18
U100731,河南,Python开发,1965,476.59,0.79,5.0,paid,2026-04-25
U100732,四川,Python开发,203,160.42,0.69,3.5,paid,2026-02-03
U100733,湖北,大数据基础,16161,80.98,0.27,4.0,refund,2026-05-10
U100734,北京,Python开发,9051,272.24,0.15,3.5,paid,2026-03-20
U100735,山东,Python开发,4985,161.24,0.2,4.0,paid,2026-01-28
U100736,北京,数据库应用,17098,312.93,0.85,4.5,refund,2026-01-04
U100737,湖北,Linux运维,5538,331.06,0.65,5.0,refund,2026-01-26
U100738,广东,大数据基础,6087,362.33,0.54,5.0,paid,2026-05-08
U100739,上海,数据库应用,1892,77.55,0.74,,paid,2026-03-26
U100740,浙江,数据库应用,11479,292.78,0.29,4.0,refund,2026-04-17
U100741,北京,Spark分析,10849,178.49,0.93,5.0,paid,2026-01-21
U100742,,Linux运维,7197,36.55,0.91,4.5,paid,2026-02-13
U100743,四川,大数据基础,2055,441.15,0.71,3.5,paid,2026-01-08
U100744,山东,Spark分析,15113,307.92,0.89,3.5,refund,2026-03-25
U100745,四川,数据库应用,626,420.61,0.57,5.0,paid,2026-04-02
U100746,四川,Linux运维,14909,278.54,0.25,,paid,2026-01-29
U100747,四川,大数据基础,14692,208.4,0.28,4.0,paid,2026-04-27
U100748,上海,Spark分析,2271,402.85,0.53,,paid,2026-04-21
U100749,江苏,Python开发,13227,32.91,0.41,4.5,paid,2026-01-15
U100750,,数据库应用,17823,157.47,0.38,,paid,2026-03-06
U100751,四川,Spark分析,7634,382.69,0.43,,paid,2026-01-12
U100752,山东,Python开发,943,459.94,0.91,4.0,refund,2026-03-31
U100753,广东,Linux运维,8565,138.83,0.35,4.5,paid,2026-03-01
U100754,北京,Python开发,11382,333.76,0.36,,paid,2026-05-13
U100755,,Linux运维,9690,428.73,0.36,,paid,2026-03-12
U100756,广东,Linux运维,8979,337.74,0.18,3.5,paid,2026-01-31
U100757,河南,Python开发,14617,220.08,0.77,3.5,refund,2026-03-09
U100758,上海,数据库应用,8145,142.84,0.54,3.5,paid,2026-05-12
U100759,湖北,Linux运维,13115,446.98,0.96,4.0,refund,2026-02-23
U100760,湖北,Spark分析,13236,265.91,0.85,3.5,refund,2026-05-09
U100761,浙江,Python开发,13044,64.74,0.4,3.5,paid,2026-02-22
U100762,湖北,Spark分析,12237,47.5,0.7,4.0,paid,2026-02-21
U100763,上海,Spark分析,122,451.32,0.99,4.0,paid,2026-01-28
U100764,湖北,大数据基础,7013,257.97,0.23,,paid,2026-03-28
U100765,广东,Spark分析,14002,200.42,0.37,4.5,paid,2026-05-08
U100766,,Spark分析,6550,117.53,0.38,3.5,refund,2026-05-03
U100767,山东,数据库应用,4776,63.81,0.26,4.5,refund,2026-03-07
U100768,河南,数据库应用,14119,494.71,0.5,5.0,paid,2026-02-17
U100769,,Spark分析,327,336.57,0.55,3.5,refund,2026-04-03
U100770,北京,Python开发,15279,134.72,0.73,4.5,paid,2026-03-12
U100771,上海,Python开发,11618,300.75,0.41,4.5,refund,2026-02-20
U100772,湖北,Spark分析,13531,404.37,0.73,4.0,refund,2026-02-16
U100773,江苏,大数据基础,13388,454.98,0.23,3.5,paid,2026-04-28
U100774,广东,数据库应用,1250,94.34,0.67,4.5,refund,2026-05-16
U100775,,Spark分析,376,197.93,0.81,4.0,paid,2026-02-08
U100776,四川,Linux运维,16098,236.24,0.95,5.0,paid,2026-05-14
U100777,北京,Linux运维,1042,189.65,0.57,4.5,paid,2026-02-17
U100778,浙江,Linux运维,7394,179.38,0.9,4.0,paid,2026-02-25
U100779,上海,Linux运维,15600,402.38,0.62,5.0,paid,2026-04-09
U100780,四川,数据库应用,11506,300.12,0.92,,paid,2026-04-17
U100781,河南,数据库应用,2660,352.66,0.91,,paid,2026-03-17
U100782,河南,大数据基础,17437,413.24,0.88,,paid,2026-05-02
U100783,广东,Linux运维,426,30.89,0.46,5.0,refund,2026-02-01
U100784,,Spark分析,15627,487.06,0.79,4.5,paid,2026-02-09
U100785,湖北,Python开发,12489,439.94,0.83,,paid,2026-02-27
U100786,广东,数据库应用,10524,131.57,0.9,3.5,refund,2026-01-03
U100787,,Python开发,15462,58.37,0.9,,refund,2026-05-21
U100788,河南,大数据基础,1404,135.22,0.18,,paid,2026-02-17
U100789,,Linux运维,11892,89.89,0.84,4.5,paid,2026-03-29
U100790,北京,Python开发,8500,331.29,0.61,4.0,paid,2026-01-04
U100791,浙江,Python开发,7652,277.74,0.94,3.5,paid,2026-02-15
U100792,北京,大数据基础,11095,451.51,0.33,,paid,2026-03-24
U100793,山东,Python开发,6304,368.3,0.28,5.0,paid,2026-01-16
U100794,北京,大数据基础,4835,448.73,0.19,4.5,refund,2026-04-01
U100795,湖北,数据库应用,7045,51.77,0.61,3.5,paid,2026-03-07
U100796,北京,Python开发,4443,257.79,0.43,5.0,refund,2026-05-16
U100797,湖北,Spark分析,16426,389.77,0.24,4.5,paid,2026-04-17
U100798,北京,大数据基础,14113,365.51,0.34,5.0,paid,2026-01-21
U100799,四川,数据库应用,15586,274.96,0.33,3.5,paid,2026-02-03
U100800,广东,Linux运维,10922,193.7,0.17,5.0,paid,2026-05-06
U100801,浙江,大数据基础,15852,98.06,0.51,4.5,refund,2026-03-05
U100802,广东,大数据基础,15961,290.5,0.18,4.0,paid,2026-04-09
U100803,浙江,Spark分析,8378,99.48,0.72,,paid,2026-01-10
U100804,浙江,数据库应用,10450,349.9,0.43,4.0,refund,2026-04-29
U100805,浙江,数据库应用,5153,88.65,0.54,3.5,paid,2026-03-27
U100806,广东,Spark分析,2915,396.8,0.36,,paid,2026-01-22
U100807,广东,数据库应用,6739,299.07,0.54,4.0,paid,2026-01-01
U100808,河南,大数据基础,1563,215.29,0.58,5.0,paid,2026-01-21
U100809,四川,大数据基础,3807,475.2,0.8,3.5,paid,2026-04-24
U100810,湖北,大数据基础,17752,117.77,0.15,4.0,paid,2026-03-18
U100811,上海,大数据基础,918,348.27,0.89,3.5,paid,2026-03-02
U100812,四川,数据库应用,2033,120.02,0.58,4.5,refund,2026-03-07
U100813,山东,Linux运维,17570,359.83,0.66,4.0,paid,2026-01-21
U100814,,数据库应用,4295,159.21,0.47,4.0,paid,2026-03-08
U100815,江苏,Spark分析,12843,327.85,0.35,4.5,refund,2026-02-22
U100816,浙江,大数据基础,4785,416.72,0.75,,paid,2026-01-24
U100817,湖北,数据库应用,1849,355.95,0.47,,paid,2026-04-11
U100818,浙江,数据库应用,4084,87.98,0.44,4.0,paid,2026-02-07
U100819,江苏,Linux运维,4426,317.9,0.28,4.5,paid,2026-04-11
U100820,江苏,数据库应用,17087,291.25,0.37,,paid,2026-01-01
U100821,湖北,大数据基础,7023,159.77,0.36,4.0,refund,2026-04-12
U100822,上海,Python开发,30000,48.4,0.5,3.5,paid,2026-04-05
U100823,,大数据基础,9156,336.23,0.15,4.5,paid,2026-04-19
U100824,湖北,Spark分析,8845,267.85,0.79,4.0,paid,2026-04-22
U100825,山东,大数据基础,5251,392.22,0.88,4.5,paid,2026-03-25
U100826,河南,Python开发,9193,115.44,0.31,4.0,paid,2026-02-17
U100827,四川,Spark分析,8341,160.21,0.58,5.0,refund,2026-02-26
U100828,河南,大数据基础,11644,129.05,0.18,5.0,paid,2026-01-31
U100829,四川,Spark分析,7653,131.29,0.66,4.5,paid,2026-02-05
U100830,河南,Spark分析,1582,183.72,0.87,4.0,paid,2026-05-15
U100831,四川,Linux运维,6419,447.93,0.56,4.0,paid,2026-02-01
U100832,上海,数据库应用,17960,96.21,0.42,,paid,2026-04-16
U100833,广东,数据库应用,11127,190.07,0.33,4.5,paid,2026-03-03
U100834,广东,Spark分析,7851,158.54,0.33,,refund,2026-02-11
U100835,江苏,大数据基础,14921,260.24,0.55,,paid,2026-02-06
U100836,河南,大数据基础,3601,440.06,0.47,3.5,refund,2026-04-23
U100837,北京,Python开发,16898,380.7,0.54,4.0,refund,2026-03-28
U100838,浙江,大数据基础,11475,461.61,0.6,3.5,paid,2026-05-21
U100839,广东,数据库应用,7262,185.62,0.69,5.0,refund,2026-04-19
U100840,,大数据基础,1314,89.1,0.63,,paid,2026-03-12
U100841,北京,Linux运维,15601,113.34,0.85,5.0,paid,2026-02-04
U100842,江苏,Linux运维,11321,391.42,0.61,4.5,paid,2026-04-06
U100843,北京,Linux运维,8985,325.73,0.5,5.0,refund,2026-05-17
U100844,江苏,数据库应用,3882,119.31,0.73,5.0,paid,2026-03-12
U100845,北京,大数据基础,457,491.03,0.87,5.0,paid,2026-05-01
U100846,,Linux运维,6988,290.91,0.69,4.5,paid,2026-03-25
U100847,河南,Linux运维,15762,172.32,0.35,4.5,paid,2026-05-12
U100848,湖北,Python开发,9584,363.63,0.79,4.0,paid,2026-03-31
U100849,湖北,大数据基础,3621,29.05,0.29,4.5,refund,2026-04-22
U100850,北京,数据库应用,2801,201.64,0.19,5.0,paid,2026-02-08
U100851,广东,Linux运维,17422,429.53,0.58,4.0,refund,2026-03-05
U100852,江苏,Python开发,9780,272.49,0.26,,paid,2026-01-14
U100853,上海,大数据基础,8769,45.55,0.71,,paid,2026-03-02
U100854,四川,大数据基础,15348,476.18,0.48,3.5,paid,2026-04-20
U100855,上海,大数据基础,17370,487.01,0.35,5.0,refund,2026-02-16
U100856,,Linux运维,15849,286.77,0.76,4.0,paid,2026-05-14
U100857,上海,Spark分析,13327,240.78,0.16,4.5,refund,2026-05-14
U100858,湖北,Linux运维,2493,95.33,0.31,,paid,2026-02-21
U100859,山东,Spark分析,16814,363.84,0.57,5.0,paid,2026-03-04
U100860,江苏,Spark分析,10992,295.53,0.31,5.0,paid,2026-03-15
U100861,河南,大数据基础,8205,59.91,1.0,,paid,2026-03-19
U100862,河南,数据库应用,2138,246.0,0.92,4.0,paid,2026-02-16
U100863,北京,Linux运维,4360,99.17,0.86,4.0,paid,2026-03-05
U100864,山东,数据库应用,12243,151.09,0.44,4.0,paid,2026-01-12
U100865,浙江,Spark分析,7245,405.83,1.0,5.0,refund,2026-01-19
U100866,江苏,大数据基础,13575,81.97,0.59,5.0,refund,2026-02-22
U100867,广东,Python开发,5591,67.8,0.16,,refund,2026-01-27
U100868,四川,Spark分析,12790,327.51,0.31,4.0,paid,2026-04-07
U100869,,Python开发,1827,266.42,0.17,5.0,refund,2026-03-23
U100870,浙江,Python开发,1413,135.69,0.44,,paid,2026-02-16
U100871,广东,大数据基础,7825,284.62,0.34,3.5,paid,2026-03-06
U100872,湖北,Python开发,5804,209.83,0.54,,paid,2026-02-07
U100873,广东,Linux运维,13140,251.08,0.71,4.5,paid,2026-04-26
U100874,湖北,Linux运维,9554,208.96,0.94,5.0,paid,2026-03-12
U100875,山东,大数据基础,10959,346.62,0.98,,paid,2026-02-25
U100876,四川,Linux运维,1298,285.05,0.26,4.5,refund,2026-05-14
U100877,浙江,Linux运维,2153,186.32,0.72,5.0,paid,2026-02-23
U100878,浙江,Python开发,9050,261.72,0.3,3.5,paid,2026-01-17
U100879,江苏,Spark分析,9781,72.11,0.45,4.0,paid,2026-02-19
U100880,湖北,Linux运维,11528,260.1,0.8,4.0,refund,2026-01-22
U100881,浙江,Python开发,3603,248.21,0.48,,paid,2026-01-18
U100882,江苏,数据库应用,14166,372.0,0.75,4.5,paid,2026-01-05
U100883,,Python开发,10358,434.63,0.64,4.5,refund,2026-04-18
U100884,广东,Linux运维,8168,83.03,0.44,4.5,paid,2026-01-23
U100885,湖北,Python开发,16922,281.24,0.5,,refund,2026-02-19
U100886,湖北,大数据基础,13109,455.9,0.86,4.5,paid,2026-04-12
U100887,,数据库应用,13454,219.2,0.54,4.5,paid,2026-03-06
U100888,浙江,大数据基础,1894,352.7,0.67,3.5,paid,2026-04-04
U100889,上海,大数据基础,13312,402.46,0.87,5.0,refund,2026-02-16
U100890,江苏,数据库应用,6153,459.63,0.56,4.0,paid,2026-02-22
U100891,广东,数据库应用,13320,302.35,0.25,5.0,paid,2026-04-17
U100892,四川,大数据基础,5002,383.58,0.71,,paid,2026-03-13
U100893,,大数据基础,17608,305.97,0.29,3.5,paid,2026-03-02
U100894,广东,Python开发,3728,128.61,0.32,4.5,paid,2026-05-04
U100895,河南,Python开发,4098,193.38,0.35,,paid,2026-05-03
U100896,湖北,Spark分析,4199,297.97,0.18,3.5,refund,2026-01-16
U100897,北京,Spark分析,11239,184.51,0.87,,paid,2026-01-03
U100898,江苏,Spark分析,3050,170.46,0.6,,paid,2026-05-11
U100899,,Spark分析,12280,431.57,0.99,,refund,2026-05-08
U100900,四川,Python开发,17321,475.39,0.32,4.5,refund,2026-05-10
U100901,湖北,Linux运维,3134,83.89,0.32,4.0,paid,2026-05-03
U100902,湖北,Python开发,4223,321.77,0.62,3.5,paid,2026-04-04
U100903,四川,Spark分析,5063,61.88,0.31,4.5,paid,2026-04-03
U100904,湖北,Spark分析,3654,394.88,0.38,3.5,paid,2026-03-11
U100905,浙江,数据库应用,241,396.62,0.19,4.5,paid,2026-04-22
U100906,,Linux运维,1353,104.47,0.29,,refund,2026-05-16
U100907,,Linux运维,15046,57.11,0.73,5.0,paid,2026-01-09
U100908,四川,Python开发,9091,446.22,0.21,4.5,paid,2026-01-10
U100909,北京,Linux运维,11472,187.18,0.42,5.0,refund,2026-05-05
U100910,浙江,大数据基础,3575,487.16,0.38,3.5,refund,2026-03-31
U100911,四川,大数据基础,8357,279.02,0.27,5.0,paid,2026-04-18
U100912,广东,大数据基础,2374,326.52,0.39,5.0,paid,2026-04-09
U100913,上海,Linux运维,11591,331.09,0.22,,paid,2026-04-02
U100914,上海,Spark分析,1291,488.05,0.22,,paid,2026-01-15
U100915,山东,数据库应用,14300,217.26,0.98,3.5,refund,2026-04-17
U100916,四川,Python开发,6844,84.69,0.73,4.0,paid,2026-04-08
U100917,山东,数据库应用,6497,431.82,0.65,4.0,refund,2026-04-30
U100918,河南,Spark分析,15508,81.77,0.16,5.0,paid,2026-05-08
U100919,,Linux运维,5627,162.38,0.93,4.0,paid,2026-01-01
U100920,上海,Linux运维,15241,191.64,0.87,,refund,2026-01-20
U100921,河南,Spark分析,2573,52.18,0.25,,paid,2026-01-17
U100922,浙江,Python开发,15931,448.93,0.93,4.5,refund,2026-01-23
U100923,浙江,大数据基础,10742,373.7,0.68,4.5,paid,2026-01-19
U100924,湖北,Python开发,4264,72.33,0.77,5.0,paid,2026-01-15
U100925,山东,Python开发,10471,331.46,0.28,4.5,paid,2026-01-06
U100926,,Linux运维,5535,268.32,0.36,3.5,paid,2026-01-01
U100927,广东,Linux运维,14239,83.97,0.43,4.0,refund,2026-05-06
U100928,湖北,大数据基础,17924,188.41,0.48,,paid,2026-01-31
U100929,广东,Spark分析,6778,70.73,0.7,3.5,paid,2026-03-23
U100930,河南,大数据基础,7245,202.71,0.18,4.5,paid,2026-02-21
U100931,江苏,大数据基础,2670,428.49,0.92,5.0,paid,2026-04-28
U100932,浙江,大数据基础,17826,266.9,0.28,,paid,2026-05-21
U100933,上海,大数据基础,12400,168.06,0.7,5.0,paid,2026-04-02
U100934,河南,Linux运维,3744,297.48,0.6,5.0,refund,2026-01-05
U100935,江苏,大数据基础,9638,442.32,0.95,4.5,paid,2026-03-20
U100936,广东,Linux运维,13874,182.61,0.81,4.5,paid,2026-02-10
U100937,上海,Python开发,17906,348.4,0.34,3.5,refund,2026-03-29
U100938,广东,数据库应用,13246,406.57,0.83,5.0,paid,2026-02-27
U100939,湖北,Python开发,3613,291.69,0.57,4.0,paid,2026-04-26
U100940,江苏,大数据基础,7301,103.78,0.27,5.0,paid,2026-03-23
U100941,江苏,大数据基础,17946,251.6,0.53,3.5,paid,2026-02-05
U100942,四川,大数据基础,16085,125.15,0.81,4.0,paid,2026-03-08
U100943,河南,数据库应用,13957,434.45,0.87,,paid,2026-01-27
U100944,河南,数据库应用,1639,436.94,0.76,4.0,paid,2026-02-11
U100945,湖北,大数据基础,3976,474.97,0.52,4.0,paid,2026-03-19
U100946,北京,Python开发,4915,472.16,0.36,5.0,paid,2026-01-29
U100947,江苏,Spark分析,17635,113.36,0.2,4.0,paid,2026-03-18
U100948,河南,大数据基础,6639,95.57,0.77,3.5,paid,2026-04-22
U100949,广东,Spark分析,16751,455.28,0.83,,refund,2026-05-03
U100950,广东,Linux运维,3427,227.33,0.91,,paid,2026-01-19
U100951,江苏,Linux运维,1730,494.1,0.78,4.0,refund,2026-05-13
U100952,北京,大数据基础,4153,395.64,0.74,4.0,paid,2026-02-08
U100953,河南,Spark分析,2241,242.76,0.51,3.5,paid,2026-01-04
U100954,湖北,大数据基础,5534,488.37,0.44,4.5,paid,2026-03-28
U100955,北京,Spark分析,3449,307.42,0.95,4.0,paid,2026-03-21
U100956,北京,大数据基础,14338,162.34,0.77,4.0,paid,2026-03-30
U100957,北京,Linux运维,13313,102.49,0.64,3.5,paid,2026-04-12
U100958,上海,Linux运维,5397,129.41,0.9,,paid,2026-01-17
U100959,四川,Linux运维,30000,244.71,0.37,,paid,2026-03-09
U100960,上海,Linux运维,4899,374.81,0.67,,paid,2026-05-20
U100961,上海,数据库应用,1781,266.86,0.9,4.5,paid,2026-02-12
U100962,四川,Python开发,13584,364.11,0.94,4.0,paid,2026-04-12
U100963,浙江,Linux运维,15911,192.2,0.32,4.0,paid,2026-04-20
U100964,四川,Python开发,15623,173.02,0.32,5.0,refund,2026-05-18
U100965,四川,大数据基础,13545,440.58,0.66,5.0,paid,2026-03-04
U100966,四川,Python开发,10855,397.47,0.47,5.0,paid,2026-04-01
U100967,广东,大数据基础,433,145.68,0.59,,paid,2026-04-04
U100968,河南,大数据基础,12508,118.98,0.65,4.0,refund,2026-03-19
U100969,,大数据基础,17467,69.97,0.24,,refund,2026-03-29
U100970,浙江,数据库应用,7589,39.69,0.68,5.0,paid,2026-05-11
U100971,山东,Python开发,11953,411.8,0.29,4.5,paid,2026-01-24
U100972,广东,数据库应用,4307,49.24,0.41,4.5,paid,2026-03-13
U100973,河南,Linux运维,14520,140.06,0.4,5.0,refund,2026-03-05
U100974,上海,Linux运维,16046,471.07,0.86,4.0,refund,2026-05-21
U100975,北京,Spark分析,4848,457.64,0.34,,paid,2026-05-14
U100976,湖北,数据库应用,6525,460.68,0.99,5.0,refund,2026-03-10
U100977,山东,Python开发,14576,272.41,0.32,5.0,paid,2026-01-26
U100978,湖北,Spark分析,13300,248.37,0.59,3.5,paid,2026-05-20
U100979,上海,Python开发,3617,234.81,0.61,4.5,refund,2026-05-08
U100980,广东,Spark分析,3966,210.35,0.51,,refund,2026-05-10
U100981,四川,大数据基础,13333,457.31,0.99,5.0,paid,2026-01-06
U100982,北京,Python开发,16771,134.76,0.95,,refund,2026-01-12
U100983,河南,Python开发,11464,353.72,0.71,5.0,paid,2026-04-17
U100984,北京,Python开发,6837,367.24,0.71,4.5,paid,2026-04-02
U100985,湖北,大数据基础,10956,64.14,0.3,4.5,refund,2026-01-08
U100986,湖北,Spark分析,3079,321.62,0.78,4.0,refund,2026-01-29
U100987,湖北,大数据基础,3895,126.16,0.16,,paid,2026-03-16
U100988,山东,Spark分析,5915,280.8,0.93,3.5,paid,2026-02-02
U100989,四川,数据库应用,277,329.9,0.41,4.0,refund,2026-04-16
U100990,河南,Spark分析,8583,334.84,0.7,4.0,refund,2026-02-28
U100991,北京,大数据基础,1948,425.39,0.31,4.5,paid,2026-01-30
U100992,浙江,Python开发,2347,246.22,0.21,4.5,paid,2026-01-07
U100993,湖北,Python开发,4880,36.27,0.19,5.0,refund,2026-04-03
U100994,浙江,数据库应用,1613,152.9,0.19,3.5,refund,2026-05-13
U100995,浙江,大数据基础,4836,371.02,0.33,4.5,paid,2026-01-09
U100996,北京,Python开发,9692,141.39,0.36,,paid,2026-01-26
U100997,广东,Python开发,13153,51.25,0.85,3.5,paid,2026-02-24
U100998,广东,Python开发,14765,390.05,0.56,,refund,2026-02-08
U100999,北京,Spark分析,6947,426.2,0.43,5.0,paid,2026-03-20
U101000,湖北,Python开发,5405,208.35,0.31,,paid,2026-03-09
U101001,江苏,数据库应用,3097,183.95,0.63,4.5,paid,2026-01-01
U101002,广东,Spark分析,16539,410.99,0.36,3.5,paid,2026-03-15
U101003,江苏,Linux运维,1473,385.04,0.57,4.5,paid,2026-02-01
U101004,山东,大数据基础,2549,187.91,0.3,4.5,paid,2026-01-29
U101005,浙江,数据库应用,11565,42.96,0.42,4.0,paid,2026-05-12
U101006,江苏,Python开发,1262,66.99,0.67,,refund,2026-02-18
U101007,广东,数据库应用,14775,171.96,0.84,3.5,paid,2026-04-12
U101008,河南,数据库应用,6733,435.65,0.4,5.0,paid,2026-03-19
U101009,浙江,数据库应用,16336,445.41,0.24,3.5,paid,2026-03-14
U101010,,大数据基础,5359,272.98,0.81,4.0,paid,2026-04-27
U101011,四川,Linux运维,16886,145.72,0.75,5.0,refund,2026-04-28
U101012,江苏,Linux运维,1940,171.43,0.18,4.5,paid,2026-04-13
U101013,广东,大数据基础,15885,98.48,0.6,4.0,paid,2026-04-30
U101014,广东,Spark分析,6864,315.94,0.51,5.0,refund,2026-05-06
U101015,四川,数据库应用,3414,212.55,0.29,4.5,paid,2026-03-03
U101016,湖北,Spark分析,11668,311.5,0.29,,paid,2026-03-16
U101017,上海,数据库应用,7371,278.54,0.3,,paid,2026-03-18
U101018,,Spark分析,5391,35.98,0.25,,refund,2026-03-10
U101019,,数据库应用,11419,102.36,0.81,4.0,refund,2026-01-01
U101020,广东,Linux运维,16326,338.07,0.99,4.0,paid,2026-03-05
U101021,北京,Spark分析,5146,148.82,0.36,3.5,paid,2026-04-08
U101022,浙江,大数据基础,12224,404.13,0.19,5.0,paid,2026-03-12
U101023,河南,Spark分析,988,221.23,0.4,,paid,2026-03-04
U101024,上海,Spark分析,11992,179.38,0.77,3.5,paid,2026-02-26
U101025,湖北,大数据基础,17556,303.81,0.56,3.5,refund,2026-03-11
U101026,江苏,大数据基础,15972,328.0,0.75,5.0,paid,2026-03-31
U101027,上海,Linux运维,12993,177.85,0.39,5.0,paid,2026-03-29
U101028,湖北,Python开发,17093,343.82,0.67,3.5,paid,2026-03-16
U101029,,大数据基础,11250,384.14,0.94,4.5,paid,2026-05-17
U101030,河南,Linux运维,12052,281.51,0.34,3.5,paid,2026-01-02
U101031,浙江,Linux运维,3601,229.02,0.83,4.5,refund,2026-02-07
U101032,湖北,数据库应用,2899,126.21,0.39,5.0,paid,2026-03-17
U101033,河南,Python开发,1420,192.68,0.54,,paid,2026-01-21
U101034,浙江,Spark分析,5148,344.87,0.97,,paid,2026-01-01
U101035,江苏,Python开发,1588,439.71,0.93,,paid,2026-04-19
U101036,上海,Python开发,5857,275.43,0.45,4.5,paid,2026-03-19
U101037,江苏,Linux运维,17639,461.08,0.31,3.5,paid,2026-04-11
U101038,,大数据基础,6762,54.51,0.48,4.5,paid,2026-05-19
U101039,湖北,Python开发,14271,209.56,0.73,5.0,paid,2026-04-19
U101040,广东,数据库应用,2912,168.92,0.17,4.0,paid,2026-03-24
U101041,湖北,Python开发,17265,381.65,0.77,3.5,paid,2026-01-18
U101042,江苏,Linux运维,12924,79.17,0.55,3.5,paid,2026-04-09
U101043,山东,Python开发,15125,493.07,0.5,3.5,paid,2026-04-27
U101044,江苏,Spark分析,831,474.81,0.71,3.5,paid,2026-04-13
U101045,山东,大数据基础,5612,111.94,0.22,5.0,paid,2026-04-19
U101046,,Spark分析,7807,226.01,0.86,4.0,paid,2026-01-02
U101047,湖北,大数据基础,446,362.23,0.3,3.5,paid,2026-04-16
U101048,广东,数据库应用,14213,420.21,0.65,3.5,paid,2026-03-25
U101049,广东,Python开发,7591,403.43,0.19,,paid,2026-02-10
U101050,浙江,Python开发,7583,106.11,0.54,4.0,paid,2026-03-13
U101051,江苏,Python开发,12716,38.93,0.56,3.5,paid,2026-04-17
U101052,北京,Python开发,2868,379.35,0.48,,paid,2026-04-20
U101053,北京,Spark分析,11759,303.91,0.67,4.0,paid,2026-02-09
U101054,江苏,Spark分析,2432,300.5,0.91,,refund,2026-04-26
U101055,上海,Spark分析,530,130.69,0.76,4.5,paid,2026-05-07
U101056,北京,数据库应用,11483,38.38,0.85,3.5,paid,2026-01-29
U101057,北京,Linux运维,15625,328.05,0.94,3.5,paid,2026-03-30
U101058,四川,Spark分析,9722,320.94,0.94,4.0,paid,2026-01-24
U101059,四川,Linux运维,625,146.81,0.73,5.0,paid,2026-02-05
U101060,山东,Python开发,13429,312.09,0.34,5.0,refund,2026-01-19
U101061,广东,Linux运维,7222,316.7,0.17,,paid,2026-01-07
U101062,河南,数据库应用,9685,337.98,0.87,3.5,refund,2026-03-15
U101063,浙江,Linux运维,8403,483.11,0.24,4.5,paid,2026-05-21
U101064,北京,大数据基础,9446,347.32,0.64,4.5,paid,2026-02-14
U101065,湖北,Spark分析,3666,61.69,0.56,,paid,2026-04-11
U101066,广东,Spark分析,3392,426.75,0.18,4.0,paid,2026-01-28
U101067,四川,大数据基础,3775,137.18,0.72,,paid,2026-02-23
U101068,北京,Linux运维,9384,97.16,0.64,4.5,paid,2026-02-04
U101069,湖北,Linux运维,9663,490.59,0.28,4.5,paid,2026-05-14
U101070,河南,数据库应用,14643,461.87,0.34,5.0,paid,2026-01-31
U101071,江苏,数据库应用,14753,149.16,0.94,5.0,paid,2026-03-31
U101072,江苏,大数据基础,758,240.61,0.45,4.0,paid,2026-02-08
U101073,河南,Spark分析,3242,433.91,0.36,,refund,2026-05-13
U101074,湖北,Linux运维,6163,97.39,0.75,4.5,refund,2026-03-30
U101075,河南,数据库应用,4708,412.55,0.9,3.5,paid,2026-02-17
U101076,广东,数据库应用,3948,35.94,0.59,3.5,paid,2026-01-05
U101077,江苏,Linux运维,17042,310.3,0.68,,paid,2026-03-30
U101078,,Linux运维,1648,106.25,0.16,5.0,paid,2026-01-19
U101079,,数据库应用,10468,275.19,0.68,4.0,paid,2026-05-19
U101080,浙江,大数据基础,8682,177.68,0.31,,paid,2026-03-06
U101081,,Python开发,16420,381.99,0.63,4.5,paid,2026-01-22
U101082,山东,Spark分析,342,150.95,0.19,4.5,paid,2026-03-07
U101083,四川,数据库应用,13986,449.64,0.87,,paid,2026-02-12
U101084,河南,数据库应用,5590,444.86,0.18,5.0,refund,2026-01-27
U101085,浙江,Linux运维,3716,282.47,0.53,,paid,2026-02-07
U101086,河南,Python开发,11799,331.12,0.49,,paid,2026-01-06
U101087,北京,Linux运维,12324,54.59,0.26,5.0,paid,2026-01-31
U101088,,大数据基础,6206,390.61,0.7,,paid,2026-02-23
U101089,四川,Python开发,10243,246.44,0.31,4.5,paid,2026-02-23
U101090,湖北,Spark分析,3239,277.59,0.3,3.5,paid,2026-04-09
U101091,河南,Python开发,7068,187.14,1.0,4.5,paid,2026-04-12
U101092,四川,Python开发,8103,487.29,0.49,5.0,paid,2026-03-09
U101093,江苏,Linux运维,9796,296.36,0.2,3.5,paid,2026-04-27
U101094,山东,大数据基础,4061,304.09,0.9,4.0,paid,2026-03-31
U101095,北京,Spark分析,6249,364.59,0.33,,paid,2026-02-06
U101096,上海,Python开发,30000,304.29,0.95,3.5,paid,2026-04-09
